,Category,Type,Description
0,Cybercrime categories,Cryptocurrency Crime,"Cryptojacking 
Cryptojacking is a type of cybercrime where a criminal secretly uses a victim’s computing 
                    power to generate cryptocurrency.
Crypto Mining & Cloud Mining Scams 
Cryptocurrency-mining malware steal the resources of infected machines, significantly affecting 
                    their performance, power consumption and increasing their wear and tear."
